quadratid,region,folder,mask_patches,mask_stitched,height,width,mask_height,mask_width,other_pixels,hard_coral_pixels,soft_coral_pixels,seaview_split,points_selection_method,point_labels_count,comparison_status,class_label_comparison,points_mismatch_count,hard_coral_mismatch_count,soft_coral_mismatch_count,points_mismatch_percent,hard_coral_mismatch_percent,soft_coral_mismatch_percent
45018106701,PAC_AUS,SEAVIEW_PAC_AUS,20,1,1246,1246,1246,1246,4344060,313488,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45018106801,PAC_AUS,SEAVIEW_PAC_AUS,16,1,953,953,953,953,2438427,286200,0,test,random,40,SUCCESS,Mismatch,2,2,0,5,5,0
35031267102,PAC_AUS,SEAVIEW_PAC_AUS,29,1,985,985,985,985,2027970,882705,0,train,random,40,SUCCESS,Mismatch,8,4,0,20,10,0
45018106802,PAC_AUS,SEAVIEW_PAC_AUS,18,1,953,953,953,953,2138430,549450,36747,test,random,40,SUCCESS,Mismatch,10,9,0,25,22.5,0
45027026102,PAC_AUS,SEAVIEW_PAC_AUS,39,1,1031,1031,1031,1031,2810433,378450,0,test,random,40,SUCCESS,Mismatch,1,0,0,2.5,0,0
45027025902,PAC_AUS,SEAVIEW_PAC_AUS,67,1,1031,1031,1031,1031,2589564,599319,0,test,random,40,SUCCESS,Mismatch,7,4,0,17.5,10,0
45027026002,PAC_AUS,SEAVIEW_PAC_AUS,33,1,1031,1031,1031,1031,2922603,266280,0,test,random,40,SUCCESS,Mismatch,5,4,0,12.5,10,0
45027026202,PAC_AUS,SEAVIEW_PAC_AUS,20,1,1031,1031,1031,1031,2934840,254043,0,test,random,40,SUCCESS,Mismatch,1,0,0,2.5,0,0
45027026302,PAC_AUS,SEAVIEW_PAC_AUS,26,1,1031,1031,1031,1031,2848866,340017,0,test,random,40,SUCCESS,Mismatch,4,2,0,10,5,0
45027026502,PAC_AUS,SEAVIEW_PAC_AUS,20,1,1031,1031,1031,1031,2990364,198519,0,test,random,40,SUCCESS,Mismatch,1,0,0,2.5,0,0
45027026602,PAC_AUS,SEAVIEW_PAC_AUS,27,1,1031,1031,1031,1031,2791299,397584,0,test,random,40,SUCCESS,Mismatch,5,4,0,12.5,10,0
45027026402,PAC_AUS,SEAVIEW_PAC_AUS,19,1,1031,1031,1031,1031,2911584,277299,0,test,random,40,SUCCESS,Mismatch,2,2,0,5,5,0
45029191001,PAC_AUS,SEAVIEW_PAC_AUS,1,1,1398,1398,1398,1398,5859816,3396,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029191101,PAC_AUS,SEAVIEW_PAC_AUS,5,1,1398,1398,1398,1398,5812152,51060,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029191201,PAC_AUS,SEAVIEW_PAC_AUS,22,1,1398,1398,1398,1398,5546871,316341,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029191301,PAC_AUS,SEAVIEW_PAC_AUS,23,1,1398,1398,1398,1398,5434464,428748,0,test,random,40,SUCCESS,Mismatch,2,1,0,5,2.5,0
45029191501,PAC_AUS,SEAVIEW_PAC_AUS,17,1,1398,1398,1398,1398,5441181,422031,0,test,random,40,SUCCESS,Mismatch,2,2,0,5,5,0
45029191601,PAC_AUS,SEAVIEW_PAC_AUS,9,1,1398,1398,1398,1398,5734410,128802,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029191401,PAC_AUS,SEAVIEW_PAC_AUS,9,1,1398,1398,1398,1398,5463684,399528,0,test,random,40,SUCCESS,Mismatch,1,1,0,2.5,2.5,0
45029191701,PAC_AUS,SEAVIEW_PAC_AUS,7,1,1398,1398,1398,1398,5742360,120852,0,test,random,40,SUCCESS,Mismatch,2,1,0,5,2.5,0
45029191901,PAC_AUS,SEAVIEW_PAC_AUS,12,1,1398,1398,1398,1398,4453734,1409478,0,test,random,40,SUCCESS,Mismatch,5,1,0,12.5,2.5,0
45029191801,PAC_AUS,SEAVIEW_PAC_AUS,10,1,1398,1398,1398,1398,5481717,381495,0,test,random,40,SUCCESS,Mismatch,3,2,0,7.5,5,0
45029192001,PAC_AUS,SEAVIEW_PAC_AUS,19,1,1398,1398,1398,1398,5572677,290535,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029192301,PAC_AUS,SEAVIEW_PAC_AUS,10,1,1398,1398,1398,1398,5691642,171570,0,test,random,40,SUCCESS,Mismatch,1,1,0,2.5,2.5,0
45029192101,PAC_AUS,SEAVIEW_PAC_AUS,9,1,1398,1398,1398,1398,5819640,43572,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029192201,PAC_AUS,SEAVIEW_PAC_AUS,9,1,1398,1398,1398,1398,5513115,350097,0,test,random,40,SUCCESS,Mismatch,2,0,0,5,0,0
45029192501,PAC_AUS,SEAVIEW_PAC_AUS,8,1,1398,1398,1398,1398,5416569,446643,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029192601,PAC_AUS,SEAVIEW_PAC_AUS,14,1,1398,1398,1398,1398,5504394,358818,0,test,random,40,SUCCESS,Mismatch,2,2,0,5,5,0
45029192401,PAC_AUS,SEAVIEW_PAC_AUS,13,1,1398,1398,1398,1398,5663547,199665,0,test,random,40,SUCCESS,Mismatch,2,0,0,5,0,0
45029192701,PAC_AUS,SEAVIEW_PAC_AUS,1,1,1398,1398,1398,1398,5794524,68688,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029192801,PAC_AUS,SEAVIEW_PAC_AUS,52,1,1398,1398,1398,1398,5206764,656448,0,test,random,40,SUCCESS,Mismatch,5,2,0,12.5,5,0
45029192901,PAC_AUS,SEAVIEW_PAC_AUS,29,1,1398,1398,1398,1398,5066325,796887,0,test,random,40,SUCCESS,Mismatch,2,1,0,5,2.5,0
45029193001,PAC_AUS,SEAVIEW_PAC_AUS,21,1,1398,1398,1398,1398,5239173,624039,0,test,random,40,SUCCESS,Mismatch,2,2,0,5,5,0
45029193101,PAC_AUS,SEAVIEW_PAC_AUS,9,1,1398,1398,1398,1398,5807085,56127,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029193201,PAC_AUS,SEAVIEW_PAC_AUS,7,1,1398,1398,1398,1398,5791149,72063,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029193301,PAC_AUS,SEAVIEW_PAC_AUS,21,1,1398,1398,1398,1398,5313924,549288,0,test,random,40,SUCCESS,Mismatch,3,2,0,7.5,5,0
45029193401,PAC_AUS,SEAVIEW_PAC_AUS,23,1,1398,1398,1398,1398,4727652,1135560,0,test,random,40,SUCCESS,Mismatch,1,0,0,2.5,0,0
45029193701,PAC_AUS,SEAVIEW_PAC_AUS,23,1,1398,1398,1398,1398,5517279,345933,0,test,random,40,SUCCESS,Mismatch,1,1,0,2.5,2.5,0
45029193601,PAC_AUS,SEAVIEW_PAC_AUS,24,1,1398,1398,1398,1398,5297361,565851,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029193501,PAC_AUS,SEAVIEW_PAC_AUS,12,1,1398,1398,1398,1398,5560329,302883,0,test,random,40,SUCCESS,Mismatch,2,2,0,5,5,0
45029193801,PAC_AUS,SEAVIEW_PAC_AUS,14,1,1398,1398,1398,1398,4852428,1010784,0,test,random,40,SUCCESS,Mismatch,4,2,0,10,5,0
45029193901,PAC_AUS,SEAVIEW_PAC_AUS,21,1,1398,1398,1398,1398,4810365,1052847,0,test,random,40,SUCCESS,Mismatch,1,1,0,2.5,2.5,0
45029221701,PAC_AUS,SEAVIEW_PAC_AUS,30,1,1398,1398,1398,1398,5206428,656784,0,test,random,40,SUCCESS,Mismatch,3,3,0,7.5,7.5,0
45029221801,PAC_AUS,SEAVIEW_PAC_AUS,18,1,1398,1398,1398,1398,5682930,180282,0,test,random,40,SUCCESS,Mismatch,1,0,0,2.5,0,0
45029222001,PAC_AUS,SEAVIEW_PAC_AUS,12,1,1398,1398,1398,1398,5754477,108735,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029222101,PAC_AUS,SEAVIEW_PAC_AUS,7,1,1398,1398,1398,1398,5594202,269010,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029222201,PAC_AUS,SEAVIEW_PAC_AUS,15,1,1398,1398,1398,1398,5619891,243321,0,test,random,40,SUCCESS,Mismatch,4,2,0,10,5,0
45029222401,PAC_AUS,SEAVIEW_PAC_AUS,11,1,1398,1398,1398,1398,5419464,443748,0,test,random,40,SUCCESS,Mismatch,1,0,0,2.5,0,0
45029222701,PAC_AUS,SEAVIEW_PAC_AUS,8,1,1398,1398,1398,1398,5764371,78300,20541,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029222601,PAC_AUS,SEAVIEW_PAC_AUS,16,1,1398,1398,1398,1398,5607144,256068,0,test,random,40,SUCCESS,Mismatch,1,1,0,2.5,2.5,0
45029222301,PAC_AUS,SEAVIEW_PAC_AUS,10,1,1398,1398,1398,1398,5677134,186078,0,test,random,40,SUCCESS,Mismatch,1,0,0,2.5,0,0
45029222801,PAC_AUS,SEAVIEW_PAC_AUS,19,1,1398,1398,1398,1398,5728017,135195,0,test,random,40,SUCCESS,Mismatch,3,1,0,7.5,2.5,0
45029222901,PAC_AUS,SEAVIEW_PAC_AUS,18,1,1398,1398,1398,1398,5560689,302523,0,test,random,40,SUCCESS,Mismatch,1,0,0,2.5,0,0
45029223001,PAC_AUS,SEAVIEW_PAC_AUS,13,1,1398,1398,1398,1398,5214075,649137,0,test,random,40,SUCCESS,Mismatch,2,1,0,5,2.5,0
45029223101,PAC_AUS,SEAVIEW_PAC_AUS,20,1,1398,1398,1398,1398,5490531,372681,0,test,random,40,SUCCESS,Mismatch,1,0,0,2.5,0,0
45029223201,PAC_AUS,SEAVIEW_PAC_AUS,13,1,1398,1398,1398,1398,4600953,1262259,0,test,random,40,SUCCESS,Mismatch,14,14,0,35,35,0
45029223301,PAC_AUS,SEAVIEW_PAC_AUS,8,1,1398,1398,1398,1398,5691012,172200,0,test,random,40,SUCCESS,Mismatch,2,0,0,5,0,0
45029223601,PAC_AUS,SEAVIEW_PAC_AUS,17,1,1398,1398,1398,1398,5650167,213045,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029224101,PAC_AUS,SEAVIEW_PAC_AUS,3,1,1398,1398,1398,1398,5810190,53022,0,test,random,40,SUCCESS,Mismatch,2,0,0,5,0,0
45034128501,PAC_AUS,SEAVIEW_PAC_AUS,42,1,1398,1398,1398,1398,4760781,1102431,0,test,random,40,SUCCESS,Mismatch,2,0,0,5,0,0
45029223701,PAC_AUS,SEAVIEW_PAC_AUS,7,1,1398,1398,1398,1398,5627253,235959,0,test,random,40,SUCCESS,Mismatch,1,0,0,2.5,0,0
45034128801,PAC_AUS,SEAVIEW_PAC_AUS,28,1,1398,1398,1398,1398,4894572,968640,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45029223901,PAC_AUS,SEAVIEW_PAC_AUS,27,1,1398,1398,1398,1398,5460423,402789,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45034128601,PAC_AUS,SEAVIEW_PAC_AUS,31,1,1398,1398,1398,1398,4989165,874047,0,test,random,40,SUCCESS,Mismatch,2,1,0,5,2.5,0
45034128701,PAC_AUS,SEAVIEW_PAC_AUS,55,1,1398,1398,1398,1398,4588722,1274490,0,test,random,40,SUCCESS,Mismatch,5,2,0,12.5,5,0
45034129101,PAC_AUS,SEAVIEW_PAC_AUS,32,1,1398,1398,1398,1398,4989678,873534,0,test,random,40,SUCCESS,Mismatch,3,0,0,7.5,0,0
45034129001,PAC_AUS,SEAVIEW_PAC_AUS,17,1,1398,1398,1398,1398,3949791,1913421,0,test,random,40,SUCCESS,Mismatch,4,4,0,10,10,0
45034129201,PAC_AUS,SEAVIEW_PAC_AUS,48,1,1398,1398,1398,1398,4235460,1627752,0,test,random,40,SUCCESS,Mismatch,2,1,0,5,2.5,0
45034129501,PAC_AUS,SEAVIEW_PAC_AUS,22,1,1398,1398,1398,1398,4243365,1619847,0,test,random,40,SUCCESS,Mismatch,7,1,0,17.5,2.5,0
45034129601,PAC_AUS,SEAVIEW_PAC_AUS,10,1,1398,1398,1398,1398,5445552,417660,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45034130001,PAC_AUS,SEAVIEW_PAC_AUS,18,1,1398,1398,1398,1398,5281614,581598,0,test,random,40,SUCCESS,Mismatch,2,1,0,5,2.5,0
45034129701,PAC_AUS,SEAVIEW_PAC_AUS,32,1,1398,1398,1398,1398,4263060,1600152,0,test,random,40,SUCCESS,Mismatch,2,0,0,5,0,0
45034130201,PAC_AUS,SEAVIEW_PAC_AUS,14,1,1398,1398,1398,1398,4250808,1612404,0,test,random,40,SUCCESS,Mismatch,7,0,0,17.5,0,0
45034130101,PAC_AUS,SEAVIEW_PAC_AUS,13,1,1398,1398,1398,1398,4964349,720537,178326,test,random,40,SUCCESS,Mismatch,4,1,1,10,2.5,2.5
45034130501,PAC_AUS,SEAVIEW_PAC_AUS,9,1,1398,1398,1398,1398,4990578,872634,0,test,random,40,SUCCESS,Mismatch,2,0,0,5,0,0
45034130401,PAC_AUS,SEAVIEW_PAC_AUS,37,1,1398,1398,1398,1398,4594821,1268391,0,test,random,40,SUCCESS,Mismatch,3,1,0,7.5,2.5,0
45034130301,PAC_AUS,SEAVIEW_PAC_AUS,34,1,1398,1398,1398,1398,5010261,852951,0,test,random,40,SUCCESS,Mismatch,2,1,0,5,2.5,0
45034130701,PAC_AUS,SEAVIEW_PAC_AUS,14,1,1398,1398,1398,1398,4864656,998556,0,test,random,40,SUCCESS,Mismatch,4,0,0,10,0,0
45034130801,PAC_AUS,SEAVIEW_PAC_AUS,17,1,1398,1398,1398,1398,3609762,2253450,0,test,random,40,SUCCESS,Mismatch,1,0,0,2.5,0,0
45034131001,PAC_AUS,SEAVIEW_PAC_AUS,15,1,1398,1398,1398,1398,5126940,736272,0,test,random,40,SUCCESS,Mismatch,1,0,0,2.5,0,0
45034130601,PAC_AUS,SEAVIEW_PAC_AUS,20,1,1398,1398,1398,1398,5281548,581664,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
45034131101,PAC_AUS,SEAVIEW_PAC_AUS,33,1,1398,1398,1398,1398,4165506,1697706,0,test,random,40,SUCCESS,Mismatch,4,1,0,10,2.5,0
45034131201,PAC_AUS,SEAVIEW_PAC_AUS,6,1,1398,1398,1398,1398,3747378,2115834,0,test,random,40,SUCCESS,Mismatch,3,0,0,7.5,0,0
45034131301,PAC_AUS,SEAVIEW_PAC_AUS,9,1,1398,1398,1398,1398,3958428,1904784,0,test,random,40,SUCCESS,Mismatch,7,6,0,17.5,15,0
10001001601,PAC_AUS,SEAVIEW_PAC_AUS,21,1,821,821,821,821,851667,1170456,0,train,target,100,SUCCESS,Match,0,0,0,0,0,0
10001002705,PAC_AUS,SEAVIEW_PAC_AUS,9,1,776,776,776,776,1647135,101940,57453,train,target,100,SUCCESS,Mismatch,63,0,0,63,0,0
10001003401,PAC_AUS,SEAVIEW_PAC_AUS,47,1,1113,1113,1113,1113,1554525,2161782,0,train,random,100,SUCCESS,Mismatch,63,42,0,63,42,0
10001003801,PAC_AUS,SEAVIEW_PAC_AUS,77,1,1157,1157,1157,1157,1749654,2230350,35943,train,random,100,SUCCESS,Mismatch,84,55,0,84,55,0
10001004001,PAC_AUS,SEAVIEW_PAC_AUS,59,1,1307,1307,1307,1307,2485926,2638821,0,train,random,100,SUCCESS,Mismatch,13,8,0,13,8,0
10001003901,PAC_AUS,SEAVIEW_PAC_AUS,55,1,1157,1157,1157,1157,1935009,2080938,0,train,random,100,SUCCESS,Mismatch,28,9,0,28,9,0
10001008501,PAC_AUS,SEAVIEW_PAC_AUS,37,1,2005,2005,2005,2005,7360995,4699080,0,train,random,100,SUCCESS,Mismatch,8,8,0,8,8,0
10001007101,PAC_AUS,SEAVIEW_PAC_AUS,34,1,1255,1255,1255,1255,3524463,1143804,56808,train,random,100,SUCCESS,Mismatch,44,4,0,44,4,0
10001008301,PAC_AUS,SEAVIEW_PAC_AUS,31,1,1674,1674,1674,1674,4625526,3781302,0,train,random,100,SUCCESS,Mismatch,2,0,0,2,0,0
10001009005,PAC_AUS,SEAVIEW_PAC_AUS,26,1,798,798,798,798,1101999,808413,0,train,target,100,SUCCESS,Mismatch,4,0,0,4,0,0
10001010502,PAC_AUS,SEAVIEW_PAC_AUS,17,1,776,776,776,776,1225707,580821,0,train,target,100,SUCCESS,Mismatch,58,22,0,58,22,0
10001010601,PAC_AUS,SEAVIEW_PAC_AUS,58,1,1507,1507,1507,1507,4326291,2486856,0,train,random,100,SUCCESS,Mismatch,18,12,0,18,12,0
10001011702,PAC_AUS,SEAVIEW_PAC_AUS,19,1,848,848,848,848,688989,1468323,0,train,target,100,SUCCESS,Mismatch,50,44,0,50,44,0
10001010604,PAC_AUS,SEAVIEW_PAC_AUS,7,1,776,776,776,776,835104,971424,0,train,target,100,SUCCESS,Mismatch,49,12,0,49,12,0
10001010605,PAC_AUS,SEAVIEW_PAC_AUS,22,1,776,776,776,776,1166472,631560,8496,train,target,100,SUCCESS,Mismatch,53,33,0,53,33,0
10001013802,PAC_AUS,SEAVIEW_PAC_AUS,4,1,848,848,848,848,2099778,57534,0,train,target,100,SUCCESS,Match,0,0,0,0,0,0
10001016705,PAC_AUS,SEAVIEW_PAC_AUS,2,1,756,756,756,756,1672686,41922,0,train,target,100,SUCCESS,Match,0,0,0,0,0,0
10001016706,PAC_AUS,SEAVIEW_PAC_AUS,2,1,756,756,756,756,1678482,36126,0,train,target,100,SUCCESS,Match,0,0,0,0,0,0
10001013803,PAC_AUS,SEAVIEW_PAC_AUS,1,1,848,848,848,848,2155587,1725,0,train,target,100,SUCCESS,Match,0,0,0,0,0,0
10001017005,PAC_AUS,SEAVIEW_PAC_AUS,1,1,776,776,776,776,1394364,412164,0,train,target,100,SUCCESS,Match,0,0,0,0,0,0
10001018106,PAC_AUS,SEAVIEW_PAC_AUS,12,1,848,848,848,848,1771614,385698,0,train,target,100,SUCCESS,Match,0,0,0,0,0,0
10001018002,PAC_AUS,SEAVIEW_PAC_AUS,19,1,798,798,798,798,768150,1142262,0,train,random,40,SUCCESS,Mismatch,19,17,0,47.5,42.5,0
10001018402,PAC_AUS,SEAVIEW_PAC_AUS,8,1,821,821,821,821,1199535,822588,0,train,random,40,SUCCESS,Mismatch,24,21,0,60,52.5,0
10001018502,PAC_AUS,SEAVIEW_PAC_AUS,18,1,877,877,877,877,1824762,210225,272400,train,random,40,SUCCESS,Mismatch,7,2,1,17.5,5,2.5
10001018802,PAC_AUS,SEAVIEW_PAC_AUS,27,1,985,985,985,985,1838607,946941,125127,train,random,40,SUCCESS,Mismatch,7,4,0,17.5,10,0
10001018602,PAC_AUS,SEAVIEW_PAC_AUS,19,1,877,877,877,877,1250280,1057107,0,train,random,40,SUCCESS,Mismatch,14,11,0,35,27.5,0
10001020102,PAC_AUS,SEAVIEW_PAC_AUS,7,1,1031,1031,1031,1031,2879559,258081,51243,test,random,40,SUCCESS,Mismatch,6,0,0,15,0,0
10001019602,PAC_AUS,SEAVIEW_PAC_AUS,5,1,945,945,945,945,2612430,66645,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
10001020302,PAC_AUS,SEAVIEW_PAC_AUS,17,1,1031,1031,1031,1031,2874744,314139,0,test,random,40,SUCCESS,Match,0,0,0,0,0,0
10001020602,PAC_AUS,SEAVIEW_PAC_AUS,55,1,1031,1031,1031,1031,1703451,1137870,347562,test,random,40,SUCCESS,Mismatch,10,4,0,25,10,0
10001020702,PAC_AUS,SEAVIEW_PAC_AUS,48,1,985,985,985,985,1766715,823893,320067,test,random,40,SUCCESS,Mismatch,9,2,1,22.5,5,2.5
10001020402,PAC_AUS,SEAVIEW_PAC_AUS,14,1,1031,1031,1031,1031,2993304,195579,0,test,random,40,SUCCESS,Mismatch,3,0,0,7.5,0,0
10001019702,PAC_AUS,SEAVIEW_PAC_AUS,9,1,945,945,945,945,2536914,98088,44073,test,random,40,SUCCESS,Match,0,0,0,0,0,0
10001020802,PAC_AUS,SEAVIEW_PAC_AUS,35,1,1031,1031,1031,1031,1413780,1775103,0,test,random,40,SUCCESS,Mismatch,14,7,0,35,17.5,0
10001020902,PAC_AUS,SEAVIEW_PAC_AUS,27,1,985,985,985,985,1324041,671319,915315,test,random,40,SUCCESS,Mismatch,8,0,3,20,0,7.5
10001021302,PAC_AUS,SEAVIEW_PAC_AUS,29,1,985,985,985,985,2270403,474828,165444,test,random,40,SUCCESS,Mismatch,5,0,0,12.5,0,0
10001021501,PAC_AUS,SEAVIEW_PAC_AUS,57,1,1585,1585,1585,1585,3739347,3797328,0,train,random,100,SUCCESS,Mismatch,16,14,0,16,14,0
10001021702,PAC_AUS,SEAVIEW_PAC_AUS,52,1,985,985,985,985,1314195,281031,1315449,test,random,40,SUCCESS,Mismatch,5,0,1,12.5,0,2.5
10001021602,PAC_AUS,SEAVIEW_PAC_AUS,22,1,945,945,945,945,1036437,368496,1274142,test,random,40,SUCCESS,Mismatch,7,0,2,17.5,0,5
10001022002,PAC_AUS,SEAVIEW_PAC_AUS,28,1,909,909,909,909,1926207,385596,167040,test,random,40,SUCCESS,Mismatch,4,1,1,10,2.5,2.5
10001021902,PAC_AUS,SEAVIEW_PAC_AUS,32,1,1031,1031,1031,1031,2699508,208533,280842,test,random,40,SUCCESS,Mismatch,2,1,0,5,2.5,0
10001022402,PAC_AUS,SEAVIEW_PAC_AUS,23,1,798,798,798,798,1678455,170241,61716,test,random,40,SUCCESS,Mismatch,5,0,0,12.5,0,0
38001004401,PAC_USA,SEAVIEW_PAC_USA,136,1,1806,1806,1806,1806,7270476,2514432,0,train,random,100,SUCCESS,Mismatch,12,11,0,12,11,0
38001012501,PAC_USA,SEAVIEW_PAC_USA,97,1,1078,1078,1078,1078,2147223,1339029,0,train,random,100,SUCCESS,Mismatch,14,13,0,14,13,0
38001006901,PAC_USA,SEAVIEW_PAC_USA,100,1,1246,1246,1246,1246,3187416,1470132,0,train,random,100,SUCCESS,Mismatch,10,9,0,10,9,0
38001004701,PAC_USA,SEAVIEW_PAC_USA,82,1,1192,1192,1192,1192,3007518,1255074,0,train,random,100,SUCCESS,Mismatch,14,13,0,14,13,0
38001013401,PAC_USA,SEAVIEW_PAC_USA,120,1,1746,1746,1746,1746,6464103,2681445,0,train,random,100,SUCCESS,Mismatch,10,9,0,10,9,0
38002088101,PAC_USA,SEAVIEW_PAC_USA,16,1,1012,1012,1012,1012,2586288,486144,0,train,random,100,SUCCESS,Mismatch,9,6,0,9,6,0
38002140101,PAC_USA,SEAVIEW_PAC_USA,27,1,1280,1280,1280,1280,3258447,1656753,0,train,random,100,SUCCESS,Mismatch,14,13,0,14,13,0
38001024701,PAC_USA,SEAVIEW_PAC_USA,45,1,1388,1388,1388,1388,5040489,739143,0,train,random,100,SUCCESS,Mismatch,4,2,0,4,2,0
38001029701,PAC_USA,SEAVIEW_PAC_USA,78,1,1326,1326,1326,1326,3993132,1281696,0,train,random,100,SUCCESS,Mismatch,9,8,0,9,8,0
38004001301,PAC_USA,SEAVIEW_PAC_USA,42,1,926,926,926,926,1034787,1537641,0,train,random,100,SUCCESS,Mismatch,14,12,0,14,12,0
38004004901,PAC_USA,SEAVIEW_PAC_USA,73,1,1421,1421,1421,1421,1380747,4676976,0,train,random,100,SUCCESS,Mismatch,13,11,0,13,11,0
38004015301,PAC_USA,SEAVIEW_PAC_USA,56,1,1215,1215,1215,1215,2040981,2387694,0,train,random,100,SUCCESS,Mismatch,10,7,0,10,7,0
38004019001,PAC_USA,SEAVIEW_PAC_USA,51,1,1003,1003,1003,1003,1649580,1368447,0,train,random,100,SUCCESS,Mismatch,15,15,0,15,15,0
38004008701,PAC_USA,SEAVIEW_PAC_USA,107,1,1317,1317,1317,1317,2273349,2930118,0,train,random,100,SUCCESS,Mismatch,22,22,0,22,22,0
38004032001,PAC_USA,SEAVIEW_PAC_USA,79,1,1346,1346,1346,1346,3173889,2261259,0,train,random,100,SUCCESS,Mismatch,16,16,0,16,16,0
38004058101,PAC_USA,SEAVIEW_PAC_USA,72,1,1356,1356,1356,1356,3902070,1614138,0,train,random,100,SUCCESS,Mismatch,20,19,0,20,19,0
38004026701,PAC_USA,SEAVIEW_PAC_USA,67,1,1131,1131,1131,1131,1155360,2682123,0,train,random,100,SUCCESS,Mismatch,54,53,0,54,53,0
38004043001,PAC_USA,SEAVIEW_PAC_USA,102,1,1507,1507,1507,1507,2185839,4627308,0,train,random,100,SUCCESS,Mismatch,12,12,0,12,12,0
38004036001,PAC_USA,SEAVIEW_PAC_USA,18,1,1031,1031,1031,1031,2560254,628629,0,train,random,100,SUCCESS,Mismatch,6,5,0,6,5,0
38005098201,PAC_USA,SEAVIEW_PAC_USA,147,1,2074,2074,2074,2074,3325677,9578751,0,train,random,100,SUCCESS,Mismatch,28,26,0,28,26,0
38005111301,PAC_USA,SEAVIEW_PAC_USA,7,1,2074,2074,2074,2074,2364,12902064,0,train,random,100,SUCCESS,Match,0,0,0,0,0,0
38005120201,PAC_USA,SEAVIEW_PAC_USA,39,1,2074,2074,2074,2074,6401067,6503361,0,train,random,100,SUCCESS,Mismatch,11,10,0,11,10,0
38005116501,PAC_USA,SEAVIEW_PAC_USA,25,1,2074,2074,2074,2074,6394950,6509478,0,train,random,100,SUCCESS,Mismatch,46,24,0,46,24,0
38005125301,PAC_USA,SEAVIEW_PAC_USA,60,1,2074,2074,2074,2074,1175481,11728947,0,train,random,100,SUCCESS,Mismatch,52,52,0,52,52,0
38005155501,PAC_USA,SEAVIEW_PAC_USA,176,1,2074,2074,2074,2074,8565132,4339296,0,train,random,100,SUCCESS,Mismatch,19,17,0,19,17,0
38006173001,PAC_USA,SEAVIEW_PAC_USA,166,1,1521,1521,1521,1521,2702154,4238169,0,train,random,100,SUCCESS,Mismatch,36,35,0,36,35,0
38006194101,PAC_USA,SEAVIEW_PAC_USA,59,1,1017,1017,1017,1017,1820757,1282110,0,train,random,100,SUCCESS,Mismatch,22,22,0,22,22,0
38006187301,PAC_USA,SEAVIEW_PAC_USA,107,1,1366,1366,1366,1366,1995834,3602034,0,train,random,100,SUCCESS,Mismatch,42,42,0,42,42,0
38006202601,PAC_USA,SEAVIEW_PAC_USA,74,1,1549,1549,1549,1549,2737977,4460226,0,test,random,50,SUCCESS,Mismatch,10,7,0,20,14,0
38006203001,PAC_USA,SEAVIEW_PAC_USA,47,1,1041,1041,1041,1041,1852011,1399032,0,test,random,50,SUCCESS,Mismatch,9,8,0,18,16,0
38006201301,PAC_USA,SEAVIEW_PAC_USA,76,1,1298,1298,1298,1298,1573812,3480600,0,train,random,100,SUCCESS,Mismatch,26,25,0,26,25,0
38006202701,PAC_USA,SEAVIEW_PAC_USA,102,1,1709,1709,1709,1709,3113136,5648907,0,test,random,50,SUCCESS,Mismatch,18,17,0,36,34,0
38006202901,PAC_USA,SEAVIEW_PAC_USA,63,1,1307,1307,1307,1307,2308785,2815962,0,test,random,50,SUCCESS,Mismatch,11,11,0,22,22,0
38006202801,PAC_USA,SEAVIEW_PAC_USA,40,1,1521,1521,1521,1521,3664122,3276201,0,test,random,50,SUCCESS,Mismatch,9,8,0,18,16,0
38006203301,PAC_USA,SEAVIEW_PAC_USA,59,1,1766,1766,1766,1766,5148843,4207425,0,test,random,50,SUCCESS,Mismatch,12,11,0,24,22,0
38006203501,PAC_USA,SEAVIEW_PAC_USA,57,1,1062,1062,1062,1062,1588563,1794969,0,test,random,50,SUCCESS,Mismatch,9,8,0,18,16,0
38006203401,PAC_USA,SEAVIEW_PAC_USA,94,1,1272,1272,1272,1272,2933943,1920009,0,test,random,50,SUCCESS,Mismatch,15,13,0,30,26,0
